CODIGO;DESCRICAO;CODIGO TOP MANAGER;CATEGORIA;FAMILIA;NOMENCLATURA;;;;;;;;
2080501810;MODULO DE COMUNICACAO RFID MT626;;PRODUTO;CARREGADOR - MODULO;MODULO DE COMUNICACAO RFID MT626;;;;;;;;
2062100020;TRANSISTOR MOSFET NMOS 900V 4A 4.2R TO-220 PTH (2062100020);;;;;;;;;;;;
2061700040;DIODO SIC 1.44V 60A 650V 1UA TO-247-3 (2061700040);;;;;;;;;;;;
2061500130;DIODO DE RECUPERACAO RAPIDA 2.0V 2.0A 400V 35NS 5UA SMB SMT (2061500130);;;;;;;;;;;;
2061500120;DIODO DE RECUPERACAO RAPIDA 1.3V 400.0V 1.0A 35.0NS 5.0µA 2.83*5.28MM SMA SMT (2061500120);;;;;;;;;;;;
2061500080;DIODO DE RECUPERACAO RAPIDA 0.95V 1.0A 200V 35NS 5UA SMA SMT (2061500080);;;;;;;;;;;;
2061300280;IGBT 230W650V 80A TO-247 (2061300280);;;;;;;;;;;;
2061300170;"DISPOSITIVO SEMICONDUTOR TIPO TRANSISTOR (IGBT) 375W, 650V;150A 25?;75A 100?;±20V;4V;TO-247";;;;;;;;;;;;
2060501471;DIODO ZENER SUPRESSOR DE TENSAO TRANSIENTE (TVS) 1W 15V 5% LT4744A1A SMA (2060501471) SMT;;;;;;;;;;;;
2060501451;DIODO ZENER BZT52C5V1 5.1V 6% 0.5W SOD123 SMT (2060501451);;;;;;;;;;;;
2060300050;DIODO TVS 6V,600W SMB DO-214AA (A01721) SMT (2060300050);;;;;;;;;;;;
2060100171;DIODO 4.5V,4000V,0.2A,DO-41 (A01760) PTH (2060100171);;;;;;;;;;;;
2060100092;DIODO RETIFICADOR 1.1V 1000V 1A SMA-W (A01013-1) SMT (5000) (2060100092);;;;;;;;;;;;
2052700180;CIRCUITO INTEGRADO REGULADOR DE TENSAO LOW DROP-OUT LDO 2.7~36V 3.3V 2% 100MA SOT89 SMT (2052700180);;;;;;;;;;;;
2052300020;CIRCUITO INTEGRADO DE DRIVER DE RELE PARA MONTAGEM SMD 4.5~24V 1.5A SOP-8 SMT (2052300020);;;;;;;;;;;;
2050902711;CIRCUITO INTEGRADO ELETRONICO DO TIPO CHIPSET, MONTADO, PROPRIO PARA MONTAGEM POR INSERCAO PTH - 0.0MA TO220-5 (2050902;;;;;;;;;;;;
2050300861;CIRCUITO INTEGRADO PARA MEDICAO DE ENERGIA ELETRICA TRIFASICA 3.3V 3 4 QFP44 (2050300861) SMT;;;;;;;;;;;;
2050102281;CI MICROCONTROLADOR 32 BITS PARA MONTAGEM SMD 2.8~5.5V 48.0KB 512.0KB LQFP100 RN8217(2050102281) SMT;;;;;;;;;;;;
2041101441;LED 625NM 110MCD 1.9V 5MA RAD-2.54MM 3.6±0.5MM VERMELHO PTH (2041101441);;;;;;;;;;;;
2041101411;LED 625NM 1800MCD 1.9V 20MA RAD-2.54MM 3.6±0.5MM BRANCO PTH (2041101411);;;;;;;;;;;;
2041101391;LED 625NM 1800MCD 1.9V 20MA RAD-2.54MM 20±0.5MM BRANCO PTH (2041101391);;;;;;;;;;;;
2040500160;FOTOTRASISTOR F5 1.2V 940NM RAD-2.54MM 20±0.5MM PRETO PTH (2040500160);;;;;;;;;;;;
2040500150;FOTOTRASISTOR F5 1.2V 940NM RAD-2.54MM 24±0.5MM PRETO PTH;;;;;;;;;;;;
2040500074;FOTOTRANSISTOR F5 940 42UA 10UA 0.5-1.3V PTH (2040500074);;;;;;;;;;;;
2040400161;DIODO EMISSOR DE LUZ R F5,1.35V,940NM (A01849) PTH (2040400161);;;;;;;;;;;;
2040301013;"OPTICAL COUPLER 50MA,300~450LF=5MAVCE=5V/200~400LF=2MAVCE=5V,80V,1.4V,5000V SO4 (2040301013)SMT""";;;;;;;;;;;;
2030900172;BOBINA DE AUTOINDUCAO (INDUTOR) 80R/100MHZ 20R/10MHZ 3A 3.5*6.0MM (I03003-1) PTH (2030900172);;;;;;;;;;;;
2030500021;BOBINA DE AUTOINDUCAO (INDUTOR) DE CHIP, 1.0MH 10% 100MA 14R 10.5*4.0*4.0 (2030500021) PTH;;;;;;;;;;;;
2030302030;INDUTOR FIXO DE 2.2MH 10% 1KHZ&1V 0.12A 6O RAD-3MM/F7.5*11MM PTH (2030302030);;;;;;;;;;;;
2030300073;BOBINA DE AUTO-INDUCAO (INDUTOR) PJ0080-U9.8-1 15-40MH 0% 18*18*8MM PARA MONTAGEM PTH (2030300073);;;;;;;;;;;;
2020700071;CAPACITOR CERAMICO 2.2NF ±20% 250V F(Y5V)30%~-80% RAD-7.5MM 9.0MM*5.0MM PTH (2020700071);;;;;;;;;;;;
2020700061;CAPACITOR CERAMICO 1NF,20%,250V,RAD-10MM (C09041-1) PTH (2020700061);;;;;;;;;;;;
2020700011;CAPACITOR CERAMICO 100PF,10%,1000V,RAD-5MM (C11029-1) PTH (2020700011);;;;;;;;;;;;
2020500322;CAPACITOR 220NF 10% 330V 18*13.5*6MM RAD-15MM (C09042-1)PTH (2020500322);;;;;;;;;;;;
2020303291;CAPACITOR ELETROLITICO DE ALUMINIO PTH 10.0µF 50V 20% YXF 5000H RAD-2MM/F5*11MM (2020303291);;;;;;;;;;;;
2020302701;CAPACITOR ELETROLITICO DE ALUMINIO PTH 1000µF 20% 35V 10000H 1900MA F12.5*20MM/RAD-5MM (2020302701);;;;;;;;;;;;
2020302671;CAPACITOR ELETROLITICO DE ALUMINIO PTH 100UF 20% 35V 7000H 400MA F6.3*11MM/RAD-2.5MM (2020302671);;;;;;;;;;;;
2020302561;CAPACITOR ELETROLITICO 470µF 25V 20% YXJ 10000H RAD-5MM/10*12.5MM PTH (2020302561);;;;;;;;;;;;
2020302542;CAPACITOR ELETROLITICO 10.0µF 400V 20% Ø10 * 16MM RAD-5MM PTH (2020302542);;;;;;;;;;;;
2020301201;CAPACITOR 22UF 400V (C07023-1) PTH (2020301201);;;;;;;;;;;;
2020300152;CAPACITOR ELETROLITICO 470UF 10V 20% GH 5000H RAD-2.5MM/F6.3*12MM PTH (2020300152);;;;;;;;;;;;
2020300102;CAPACITOR ELETROLITICO 470µF 25V 20% WH 2000H RAD-5MM/F10*13MM (2020300102) PTH;;;;;;;;;;;;
2020100910;CAPACITOR 1NF 5% 50V NPO 0805 (C03032) (2020100910) SMT;;;;;;;;;;;;
2020100760;CAPACITOR 680PF 5% 50V NPO 0603 (C02047)SMT (2020100760);;;;;;;;;;;;
2020100110;CAPACITOR 33NF 10% 50V X7R 0603 (C02002) SMT (4000) (2020100110);;;;;;;;;;;;
2011100163;VARISTOR 680V 6000A -40~+85°C 0J 560V VERTICAL 2 420V 10% 448PF PTH (2011100163);;;;;;;;;;;;
2010500032;RESISTOR 150R 5% 300PPM 3W 5.5*15MM (R12027-L) PTH (100) (2010500032);;;;;;;;;;;;
108190;CARREGADOR VEICULAR LIVOLTEK, MOTIONFAST180KW, 150-1000VDC,IEC STANDARD,CCS2/5M/300A/CCS2/5M/300A,;;PRODUTO;CARREGADOR 180kW;;;;;;;;;
106170;INVERSOR GT1 4-6 KW 220/230/240V IEC WITH WI-FI/ SPD II/CT/AC APS;;PRODUTO;INVERSOR - GT1;;;;;;;;;
105990;CARREGADOR PARA BATERIA BLF-B5150;;PRODUTO;BATERIA BLF-B5150;;;;;;;;;
105652;INVERSOR ON-GRID TRIFÁSICO 25KW 380V 2 MPPT GT3-25KD1R11008;;PRODUTO;INVERSOR - GT3;;;;;;;;;
105649;INVERSOR ON-GRID TRIFÁSICO 15KW 380V 2 MPPT GT3-15KD1R11008;;PRODUTO;INVERSOR - GT3;;;;;;;;;
105604;INVERSOR ON-GRID MONOFÁSICO 8KW 220V 3MPPT GT1-8KT2R11004;;PRODUTO;INVERSOR - GT1;;;;;;;;;
105589;CARREGADOR VE LIVOLTEK CA ACE 7,3KW 220VAC CABO 5M BLUETOOTH WI-FI(FC41D) ETHERNET CABO TIPO 2;;PRODUTO;CARREGADOR 7,3kW;;;;;;;;;
105420;INVERSOR ON-GRID MONOFÁSICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;;PRODUTO;INVERSOR - GT1;;;;;;;;;
105396;INVERSOR ON-GRID MONOFÁSICO 10KW 220V 3MPPT GT1-10KT2R11004;;PRODUTO;INVERSOR - GT1;;;;;;;;;
105383M;ESTRUTURA DE AÇO GALVANIZADO PINTADO DE PRETO INFERIOR 465*425*166.5 30619-GT110KT2-02 (3061901200);;MATERIA-PRIMA;INVERSOR - GT1;ESTRUTURA DE AÇO GALVANIZADO PINTADO DE PRETO INFERIOR 465*425*166.5 30619-GT110KT2-02 (3061901200);;;;;;;;
105005;CONTROLADOR BMS PARA BATERIA DE LITIO BHF-B51100R11101 (DUMMY);;;BHF-B51100R11101;;;;;;;;;
104938;INVERSOR ON-GRID MONOFÁSICO 6KW 220V 2 MPPT GT1-6KD2R11008;;PRODUTO;INVERSOR - GT1;;;;;;;;;
104937;INVERSOR ON-GRID MONOFÁSICO 5KW 220V 2 MPPT GT1-5KD2R11008;;PRODUTO;INVERSOR - GT1;;;;;;;;;
104926;INVERSOR ON-GRID TRIFÁSICO 20KW 380V 2 MPPT GT3-20KD1R11008;;PRODUTO;INVERSOR - GT3;;;;;;;;;
103354M;CAIXA DE ALUMINIO PARA BATERIA DE LITIO HV 15kWh 307,2V BHF-S15;103354;MATERIA-PRIMA;BATERIA;CAIXA DE ALUMINIO PARA BATERIA DE LITIO HV 15kWh 307,2V BHF-S15;;;;;;;;
100981;MOTOR DE POPA, (MODEL: EDP003L, 3.0 KW 3.0 KW, DC 36~60 V, DIMENSÕES (LXBXH): 423MMX288.5MMX1140MM;;PRODUTO;MOTOR DE POPA;;;;;;;;;
100978;Bateria de Alta Tensão, modelo Lovoltek, tipo lítio com BMS, capacidade 45kWh;100978;PRODUTO;BATERIA;Bateria de Alta Tensão, modelo Lovoltek, tipo lítio com BMS, capacidade 45kWh;;;;;;;;
100801;Estrutura metálica para telhado cerâmico;100801;PRODUTO;KIT SOLAR - TELHADO;Estrutura metálica para telhado cerâmico;;;;;;;;
95918;INVERSOR FOTOVOLTAICO MODELO GT1-6KD1;;PRODUTO;INVERSOR - GT1;;;;;;;;;
61617;GATEWAY DE COMUN. P/ SUPERVISORIO ALIMENTADO POR TRANSFORMADOR DE P.127/220VAC P/ RELIGADOR (HXD822);;;;;;;;;;;;
GT3-25KDL1R11002;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-25KDL1R11002;;PRODUTO;INVERSOR - GT3;GT3 - 25KD1R11008;;;;;;;;
GT3-20KDL1R11002;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KDL1R11002;;PRODUTO;INVERSOR - GT3;GT3-20KDL1R11002;;;;;;;;
9121520027;ACESSORIO CARREGADOR VEICULAR CC MC PEDESTAL;;PRODUTO;CARREGADOR - PEDESTAL;CC MC PEDESTAL;;;;;;;;
9121520028;ACESSORIO CARREGADOR VEICULAR CC MC PEDESTAL;;PRODUTO;CARREGADOR - PEDESTAL;CC MC PEDESTAL;;;;;;;;
